empid,gender,age,maritalstatus,joblevel,experience,occupation,emptype,wlb,workenv,physicalactivityhours,workload,stress,sleephours,commutemode,commutedistance,numcompanies,teamsize,numreports,edulevel,haveot,traininghoursperyear,jobsatisfaction,work_schedule_variability,work_schedule_variability_logit,pause_work,pause_work_logit,work_pace,work_pace_pca
2315,Male,36,Married,Mid,12,Sales,Full-Time,4,5,1.4,4,1,6.1,Motorbike,8,4,10,0,Bachelor,False,36.0,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2323,Female,37,Married,Senior,15,Finance,Full-Time,3,5,2.3,3,2,6.8,Car,10,5,20,4,Bachelor,False,47.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2329,Male,22,Single,Junior,0,HR,Part-Time,5,2,0.8,4,1,5.4,Public Transport,17,0,6,0,Bachelor,False,20.0,4,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2331,Female,30,Single,Mid,8,HR,Full-Time,1,5,2.8,2,3,6.7,Car,17,2,12,0,Bachelor,False,34.0,4,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2334,Female,60,Married,Senior,23,Operations,Full-Time,2,5,2.1,3,1,6.9,Car,10,12,18,9,Bachelor,False,51.5,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2335,Other,23,Single,Intern/Fresher,1,IT,Contract,1,5,2.6,3,1,7.2,Bike,3,0,27,0,Bachelor,True,10.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2337,Female,35,Divorced,Senior,13,Finance,Full-Time,3,1,1.7,4,1,7.1,Public Transport,17,4,25,9,Bachelor,False,46.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2338,Other,35,Single,Mid,13,Legal,Full-Time,5,2,2.8,3,2,7.1,Car,7,4,12,0,Bachelor,False,36.5,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2340,Male,33,Single,Senior,2,Operations,Full-Time,4,3,1.8,3,3,8.8,Motorbike,24,3,24,5,Bachelor,False,41.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2341,Female,24,Single,Junior,2,Customer Service,Full-Time,4,3,2.0,3,1,7.8,Car,25,0,5,0,Bachelor,False,21.0,4,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
2347,Female,25,Single,Junior,3,Finance,Full-Time,3,2,1.9,5,1,8.1,Public Transport,27,1,7,0,Bachelor,False,21.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2349,Other,37,Single,Senior,15,Sales,Full-Time,1,4,1.9,3,1,6.6,Public Transport,21,5,19,1,Bachelor,False,47.5,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2350,Female,23,Single,Intern/Fresher,1,HR,Full-Time,5,2,3.5,3,3,7.0,Motorbike,12,0,25,0,Bachelor,False,10.5,4,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2357,Other,47,Single,Senior,17,Marketing,Full-Time,3,3,1.9,5,1,7.2,Bike,8,8,17,6,Bachelor,False,48.5,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2362,Male,35,Married,Senior,13,IT,Full-Time,4,1,2.9,5,1,8.2,Public Transport,28,4,17,5,Bachelor,False,46.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2365,Female,28,Single,Junior,6,Legal,Full-Time,2,4,2.0,1,4,6.6,Car,26,2,5,0,Bachelor,False,23.0,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2368,Male,23,Single,Intern/Fresher,1,Finance,Contract,5,2,0.1,1,3,8.0,Car,5,0,22,0,Bachelor,False,10.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2369,Female,28,Married,Junior,6,Operations,Full-Time,1,5,2.4,1,2,6.9,Car,24,2,5,0,Bachelor,False,23.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2373,Female,36,Married,Senior,1,Finance,Full-Time,5,3,2.9,3,2,6.4,Car,17,4,24,7,Bachelor,False,40.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2375,Male,48,Married,Mid,26,Operations,Full-Time,4,4,3.0,4,2,6.4,Car,23,8,14,0,Bachelor,False,43.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2379,Female,24,Married,Junior,2,Operations,Part-Time,1,1,2.8,1,1,8.9,Public Transport,28,0,6,0,Bachelor,False,21.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2383,Female,48,Married,Senior,18,IT,Full-Time,3,4,1.9,3,2,8.3,Public Transport,9,8,15,4,Bachelor,True,49.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2384,Male,26,Single,Mid,4,Sales,Part-Time,2,4,2.9,5,1,6.0,Public Transport,29,1,15,0,Bachelor,False,32.0,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2389,Female,29,Single,Junior,7,Finance,Full-Time,3,2,2.0,2,2,6.0,Car,17,2,6,0,Bachelor,False,23.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2391,Male,35,Single,Mid,7,Sales,Full-Time,2,1,4.3,2,1,7.1,Walk,1,4,15,0,Bachelor,False,33.5,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2393,Female,36,Married,Senior,14,Marketing,Full-Time,3,4,2.0,2,2,6.6,Car,17,4,19,7,Bachelor,True,47.0,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2395,Female,28,Single,Junior,6,Marketing,Part-Time,1,4,0.6,4,2,7.2,Car,13,2,9,0,Bachelor,False,23.0,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2399,Female,25,Single,Junior,3,Finance,Part-Time,2,4,1.3,1,2,5.0,Walk,1,1,7,0,Bachelor,False,21.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2400,Male,47,Married,Mid,15,Legal,Part-Time,4,4,2.4,2,1,7.0,Walk,1,8,13,0,Bachelor,False,37.5,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2403,Male,24,Single,Mid,2,Sales,Full-Time,5,2,1.5,2,1,7.6,Public Transport,28,0,15,0,Bachelor,True,31.0,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2404,Male,50,Married,Senior,19,IT,Part-Time,5,1,1.2,1,1,7.3,Public Transport,6,9,21,6,Bachelor,False,49.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2405,Female,32,Married,Senior,10,Sales,Full-Time,1,5,0.0,2,2,7.5,Public Transport,10,3,17,3,Bachelor,False,45.0,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2407,Male,40,Married,Mid,18,Finance,Full-Time,4,4,0.6,5,3,6.9,Motorbike,7,6,10,0,Bachelor,False,39.0,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2408,Male,30,Single,Mid,8,IT,Full-Time,5,5,2.0,5,1,7.5,Car,29,2,12,0,Bachelor,True,34.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2410,Male,32,Married,Mid,10,Operations,Full-Time,4,3,2.2,4,1,7.7,Bike,1,3,11,0,Bachelor,False,35.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2413,Male,26,Single,Junior,4,Finance,Contract,5,3,2.6,2,3,7.5,Car,9,1,6,0,Bachelor,False,22.0,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2416,Male,44,Divorced,Senior,11,IT,Full-Time,2,4,2.8,2,1,7.3,Car,6,7,24,2,Bachelor,True,45.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2421,Female,22,Single,Junior,0,Customer Service,Full-Time,5,3,1.7,5,1,7.7,Car,12,0,7,0,Bachelor,False,20.0,4,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
2426,Male,31,Married,Senior,9,IT,Contract,2,5,1.2,1,1,7.4,Motorbike,7,3,21,5,Bachelor,True,44.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2429,Male,45,Divorced,Mid,7,Legal,Full-Time,5,2,2.3,2,1,6.9,Motorbike,3,7,11,0,Bachelor,False,33.5,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2432,Male,41,Married,Senior,5,IT,Full-Time,3,3,2.2,4,1,7.6,Car,13,6,16,3,Bachelor,True,42.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2447,Other,45,Single,Mid,21,Finance,Full-Time,2,4,3.0,3,2,7.3,Car,24,7,11,0,Bachelor,False,40.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2449,Male,32,Divorced,Mid,10,HR,Full-Time,1,5,2.4,2,1,7.5,Car,20,3,15,0,Bachelor,False,35.0,4,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2450,Female,23,Single,Junior,1,Finance,Part-Time,3,5,2.3,5,1,8.2,Car,8,0,9,0,Bachelor,False,20.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2462,Male,26,Single,Junior,4,HR,Full-Time,2,5,3.0,1,2,6.5,Public Transport,28,1,9,0,Bachelor,False,22.0,4,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2464,Female,31,Single,Senior,9,Legal,Contract,1,2,2.3,1,1,7.4,Bike,9,3,20,7,Bachelor,False,44.5,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2465,Female,29,Married,Junior,7,Legal,Full-Time,1,5,1.9,3,3,6.0,Walk,2,2,8,0,Bachelor,False,23.5,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2474,Male,22,Single,Intern/Fresher,0,Operations,Full-Time,4,5,1.8,4,1,6.3,Public Transport,15,0,21,0,Bachelor,True,10.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2475,Female,37,Single,Mid,11,Marketing,Part-Time,5,3,1.7,2,2,7.0,Bike,5,5,13,0,Bachelor,False,35.5,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2481,Female,36,Married,Senior,11,Sales,Full-Time,4,1,0.3,4,1,8.1,Walk,2,4,25,1,Bachelor,False,45.5,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2484,Male,34,Married,Mid,12,IT,Full-Time,4,2,1.5,1,1,5.7,Public Transport,21,4,12,0,Bachelor,True,36.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2487,Other,26,Single,Mid,4,HR,Full-Time,4,2,2.9,3,2,6.6,Public Transport,23,1,11,0,Bachelor,False,32.0,4,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2493,Male,27,Single,Junior,5,IT,Full-Time,1,4,2.3,2,1,5.6,Car,12,1,5,0,Bachelor,False,22.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2494,Male,28,Single,Junior,6,Finance,Full-Time,2,1,0.9,2,1,8.0,Car,10,2,10,0,Bachelor,False,23.0,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2495,Female,34,Married,Mid,8,Customer Service,Full-Time,3,3,2.6,1,1,7.8,Public Transport,15,4,13,0,Bachelor,False,34.0,4,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
2502,Male,40,Married,Senior,3,Legal,Full-Time,5,2,2.0,2,1,7.7,Walk,1,6,24,7,Bachelor,False,41.5,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2504,Male,35,Divorced,Senior,2,Operations,Full-Time,3,5,2.0,2,1,6.1,Car,19,4,18,5,Bachelor,False,41.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2505,Female,23,Single,Intern/Fresher,1,Marketing,Full-Time,5,2,2.2,5,1,6.9,Bike,7,0,22,0,Bachelor,False,10.5,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2508,Other,43,Single,Mid,4,Sales,Full-Time,5,1,2.5,3,1,6.6,Car,20,7,15,0,Bachelor,False,32.0,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2512,Female,48,Married,Mid,24,IT,Full-Time,5,2,3.0,1,1,6.7,Car,19,8,13,0,Bachelor,True,42.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2527,Female,28,Single,Junior,2,Finance,Part-Time,5,3,4.1,4,1,7.5,Car,26,2,6,0,Bachelor,False,21.0,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2530,Male,51,Married,Senior,10,IT,Full-Time,3,5,2.9,3,1,6.5,Car,27,9,15,2,Bachelor,True,45.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2534,Female,48,Married,Mid,23,Sales,Full-Time,5,1,2.6,1,1,6.5,Car,14,8,10,0,Bachelor,False,41.5,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2536,Female,23,Single,Junior,1,Legal,Full-Time,5,5,1.4,5,1,5.5,Car,7,0,9,0,Bachelor,False,20.5,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2541,Female,22,Single,Intern/Fresher,0,IT,Part-Time,5,3,1.0,5,1,8.0,Motorbike,12,0,29,0,Bachelor,True,10.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2543,Other,39,Single,Mid,17,Operations,Part-Time,2,2,3.4,3,1,6.4,Walk,1,5,12,0,Bachelor,False,38.5,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2544,Male,28,Single,Junior,6,Customer Service,Full-Time,5,3,2.7,3,2,7.9,Car,14,2,10,0,Bachelor,True,23.0,4,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
2549,Male,49,Married,Mid,12,IT,Part-Time,5,2,2.6,4,1,8.8,Car,11,9,14,0,Bachelor,True,36.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2550,Other,38,Single,Mid,15,Finance,Full-Time,3,2,4.1,4,1,8.5,Public Transport,24,5,15,0,Bachelor,False,37.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2552,Female,24,Married,Mid,2,Marketing,Contract,1,1,0.9,1,1,6.4,Public Transport,12,0,12,0,Bachelor,False,31.0,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2556,Male,47,Married,Mid,7,Operations,Full-Time,4,2,3.6,4,1,6.0,Motorbike,15,8,10,0,Bachelor,False,33.5,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2559,Female,23,Single,Intern/Fresher,1,Operations,Full-Time,5,5,2.2,3,1,5.3,Motorbike,7,0,29,0,Bachelor,False,10.5,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2561,Male,27,Single,Junior,5,IT,Full-Time,5,5,2.6,5,1,5.9,Public Transport,14,1,5,0,Bachelor,False,22.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2562,Female,29,Single,Junior,4,Marketing,Full-Time,2,5,2.7,2,1,7.8,Walk,1,2,10,0,Bachelor,False,22.0,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2569,Other,35,Single,Senior,2,Operations,Part-Time,1,3,2.8,1,4,9.1,Car,17,4,22,7,Bachelor,False,41.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2579,Male,36,Single,Mid,3,HR,Part-Time,5,3,2.0,3,3,4.9,Car,12,4,10,0,Bachelor,False,31.5,4,0.078,-2.4698374814651123,0.995,5.293104844721825,1.4438351144895296,-0.913156847486076
2584,Other,44,Single,Mid,22,IT,Full-Time,2,4,2.4,1,1,5.4,Bike,2,7,11,0,Bachelor,False,41.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2586,Male,34,Divorced,Senior,12,Finance,Part-Time,5,5,0.0,5,1,6.6,Bike,9,4,23,2,Bachelor,False,46.0,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2587,Female,29,Single,Junior,7,Finance,Full-Time,4,3,0.6,3,1,7.5,Car,24,2,5,0,Bachelor,False,23.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2588,Female,44,Married,Senior,13,Finance,Full-Time,4,1,0.9,3,1,8.6,Public Transport,10,7,20,3,Bachelor,False,46.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2590,Female,28,Single,Junior,6,Customer Service,Full-Time,1,5,2.0,2,1,7.0,Public Transport,20,2,5,0,Bachelor,False,23.0,4,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
2592,Male,29,Single,Junior,7,IT,Contract,3,1,1.9,2,2,6.7,Bike,7,2,8,0,Bachelor,False,23.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2602,Male,23,Single,Intern/Fresher,1,Sales,Full-Time,3,3,1.8,4,1,6.7,Car,27,0,25,0,Bachelor,False,10.5,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2604,Female,35,Married,Mid,13,Marketing,Full-Time,4,4,2.2,3,1,6.9,Car,17,4,10,0,Bachelor,False,36.5,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2609,Male,23,Single,Intern/Fresher,1,Legal,Contract,1,5,3.2,3,1,6.5,Walk,2,0,25,0,Bachelor,False,10.5,4,0.379,-0.4937964871557141,0.934,2.6498065448020496,0.9477771405175616,-0.7161813628788973
2612,Other,39,Single,Senior,15,Finance,Full-Time,5,1,2.1,4,1,5.8,Bike,6,5,20,6,Bachelor,False,47.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2614,Male,34,Married,Senior,12,Customer Service,Contract,5,1,2.4,2,1,7.2,Car,20,4,19,3,Bachelor,False,46.0,4,0.42,-0.3227751163994959,0.413,-0.3515789304431254,1.9559452838098923,0.0145417348883126
2615,Male,36,Married,Mid,7,IT,Full-Time,5,2,1.1,4,1,6.7,Car,13,4,13,0,Bachelor,False,33.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2618,Female,24,Single,Senior,2,Sales,Full-Time,4,4,2.9,5,1,7.0,Bike,9,0,15,3,Bachelor,True,41.0,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2619,Female,25,Single,Junior,3,IT,Full-Time,2,5,1.3,1,1,5.1,Public Transport,9,1,8,0,Bachelor,False,21.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2622,Male,36,Single,Mid,14,Operations,Full-Time,5,3,0.0,2,2,9.5,Motorbike,12,4,13,0,Bachelor,True,37.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2623,Male,22,Single,Intern/Fresher,0,IT,Part-Time,3,5,2.7,3,1,6.9,Car,8,0,22,0,Bachelor,True,10.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2624,Female,40,Divorced,Mid,12,Operations,Part-Time,2,2,1.6,2,1,6.7,Car,28,6,14,0,Bachelor,False,36.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2630,Male,37,Married,Mid,15,Marketing,Full-Time,1,2,1.9,1,1,8.3,Car,19,5,14,0,Bachelor,False,37.5,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2631,Female,24,Single,Junior,2,Finance,Full-Time,4,4,3.1,3,1,5.3,Public Transport,16,0,5,0,Bachelor,False,21.0,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2632,Male,25,Single,Junior,3,Finance,Full-Time,5,2,3.3,5,2,6.8,Public Transport,19,1,6,0,Bachelor,False,21.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2633,Male,41,Married,Mid,19,IT,Full-Time,5,2,0.0,1,1,6.9,Car,10,6,13,0,Bachelor,False,39.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2636,Female,22,Single,Intern/Fresher,0,Sales,Part-Time,5,4,2.8,2,3,6.7,Public Transport,19,0,21,0,Bachelor,False,10.0,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2637,Male,34,Married,Mid,1,Finance,Full-Time,3,3,2.0,2,1,8.8,Walk,1,4,13,0,Bachelor,False,30.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2645,Female,33,Single,Mid,2,IT,Part-Time,5,4,3.1,2,4,5.3,Public Transport,15,3,11,0,Bachelor,True,31.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2647,Female,23,Single,Intern/Fresher,1,IT,Full-Time,2,4,3.6,3,1,7.7,Walk,1,0,30,0,Bachelor,False,10.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2649,Male,28,Single,Junior,6,IT,Full-Time,4,5,0.2,2,4,7.6,Public Transport,10,2,10,0,Bachelor,True,23.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2650,Female,26,Single,Junior,4,Operations,Full-Time,1,5,2.7,4,1,8.2,Car,8,1,7,0,Bachelor,False,22.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2651,Other,36,Single,Senior,14,Operations,Part-Time,3,5,4.0,3,1,5.3,Bike,8,4,16,9,Bachelor,False,47.0,4,0.341,-0.6588425746685219,0.957,3.102580020215852,1.2378562988634576,-0.963264164870842
2654,Other,42,Single,Mid,1,IT,Full-Time,5,4,2.8,1,2,6.6,Public Transport,5,6,13,0,Bachelor,True,30.5,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2655,Male,22,Single,Intern/Fresher,0,IT,Full-Time,5,4,2.5,2,1,7.3,Public Transport,17,0,26,0,Bachelor,True,10.0,4,0.276,-0.964391907883082,0.944,2.8247566184269326,1.4475152754503298,-0.5771805927233176
2657,Female,22,Single,Intern/Fresher,0,Sales,Full-Time,3,2,1.7,2,1,8.8,Car,27,0,20,0,Bachelor,False,10.0,4,0.605,0.4263401614873545,0.4579999999999999,-0.1683986623422096,0.6746426975192413,-0.5879664889980762
2658,Male,23,Single,Intern/Fresher,1,Marketing,Full-Time,4,3,2.2,2,4,6.7,Car,6,0,29,0,Bachelor,False,10.5,4,0.236,-1.1747372930405775,0.995,5.293104844721825,7.93258469151263,4.4833271048674606
2660,Female,40,Married,Mid,15,Finance,Full-Time,4,4,0.8,3,1,7.0,Motorbike,14,6,10,0,Bachelor,False,37.5,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
2662,Female,22,Single,Junior,0,Finance,Part-Time,3,2,0.0,1,1,6.1,Public Transport,29,0,6,0,Bachelor,True,20.0,4,0.2789999999999999,-0.9494287424251738,0.977,3.748948958797915,1.2462178102254324,-0.7401193827985633
